year,month,count,median_lr,sza_extrapolated_rows
2025,1,11,0.5525413143128316,11
2025,2,39,0.6719329372620463,39
2025,3,72,0.9340022839096473,33
2025,4,42,1.0837296227915512,0
2025,5,27,1.3991004410366992,6
2025,6,35,1.2912419367565147,7
2025,7,46,1.368976612208388,4
2025,8,51,1.154435050799542,1
2025,9,80,1.253720649938332,12
2025,10,0,,0
2025,11,0,,0
2025,12,0,,0
