minimum_no_ppb,operator,count,median_lr,p90_lr,max_lr
0.0,>,871,0.6028510614898547,2.7866525472998505,6.915065951944701
0.05,>,871,0.6028510614898547,2.7866525472998505,6.915065951944701
0.1,>,807,0.5705447978390114,1.96859943630964,3.911201561036086
0.2,>,758,0.5467118620173099,1.586118879804353,2.9476757928786164
0.5,>,654,0.4863702746739594,1.1223195011208589,1.8889842434638349
1.0,>,576,0.44590153486165335,0.8750957533013486,1.485647231383116
