minimum_no_ppb,operator,count,median_lr,p90_lr,max_lr
0.0,>,25,2.0244932275402587,4.415841593961169,5.034923924214826
0.05,>,25,2.0244932275402587,4.415841593961169,5.034923924214826
0.1,>,18,1.5492245799518571,2.8525290053768466,2.9837882111552845
0.2,>,14,1.5107139377786267,1.9538764465093046,2.143742631039085
0.5,>,9,1.2087132570347376,1.5226911351242565,1.545280818028379
1.0,>,3,0.977669778066985,1.074334054599357,1.0985001237324499
