minimum_no_ppb,operator,count,median_lr,p90_lr,max_lr
0.0,>,103,1.045473839105465,2.910602846342923,6.915065951944701
0.05,>,103,1.045473839105465,2.910602846342923,6.915065951944701
0.1,>,96,0.9459897947678828,2.460446277324407,3.911201561036086
0.2,>,87,0.8871896598212301,1.9448650728592862,2.9476757928786164
0.5,>,72,0.6321359502770343,1.4940556110237586,1.8278161823948824
1.0,>,55,0.49653502117016535,1.01921008372315,1.1584495884200199
