year,month,count,median_lr,sza_extrapolated_rows
2024,1,0,,0
2024,2,0,,0
2024,3,13,0.5670119900017435,0
2024,4,0,,0
2024,5,27,0.3637583500258727,0
2024,6,12,1.643187975959059,4
2024,7,9,1.8771290862070957,0
2024,8,15,1.4940885576929797,0
2024,9,11,1.045473839105465,0
2024,10,0,,0
2024,11,0,,0
2024,12,0,,0
